id,legislativeSubject,policyArea
s1642,Performance measurement,
s1642,Rural conditions and development,
s1642,Small towns,
s1642,,"Science, Technology, Communications"
s1643,,Energy
s1644,,Armed Forces and National Security
s1645,Administrative law and regulatory procedures,
s1645,Administrative remedies,
s1645,"Alternative dispute resolution, mediation, arbitration",
s1645,Civil actions and liability,
s1645,Government information and archives,
s1645,Government liability,
s1645,Judicial procedure and administration,
s1645,Judicial review and appeals,
s1645,Legal fees and court costs,
s1645,,Government Operations and Politics
s1646,,Crime and Law Enforcement
s1647,,International Affairs
s1648,Administrative law and regulatory procedures,
s1648,Aviation and airports,
s1648,Federal Communications Commission (FCC),
s1648,Intergovernmental relations,
s1648,Radio spectrum allocation,
s1648,Space flight and exploration,
s1648,Spacecraft and satellites,
s1648,Telephone and wireless communication,
s1648,,"Science, Technology, Communications"
s1649,Administrative law and regulatory procedures,
s1649,Department of Transportation,
s1649,Employment and training programs,
s1649,Licensing and registrations,
s1649,Motor carriers,
s1649,,Transportation and Public Works
s165,,Education
s1650,,Government Operations and Politics
s1651,Albania,
s1651,Alliances,
s1651,Bosnia and Herzegovina,
s1651,Collective security,
s1651,"Competitiveness, trade promotion, trade deficits",
s1651,Computer security and identity theft,
s1651,Computers and information technology,
s1651,Congressional oversight,
s1651,Cultural exchanges and relations,
s1651,"Elections, voting, political campaign regulation",
s1651,Europe,
s1651,Foreign loans and debt,
s1651,Foreign property,
s1651,Higher education,
s1651,Human rights,
s1651,Infrastructure development,
s1651,International exchange and broadcasting,
s1651,International law and treaties,
s1651,Kosovo,
s1651,Legislative rules and procedure,
s1651,Montenegro,
s1651,Multilateral development programs,
s1651,News media and reporting,
s1651,North Macedonia,
s1651,Peace Corps,
s1651,Public-private cooperation,
s1651,Reconstruction and stabilization,
s1651,Rule of law and government transparency,
s1651,Sanctions,
s1651,Serbia,
s1651,"Sovereignty, recognition, national governance and status",
s1651,U.S. International Development Finance Corporation,
s1651,U.S. and foreign investments,
s1651,Visas and passports,
s1651,,International Affairs
s1652,,Agriculture and Food
s1653,,Health
s1654,,Finance and Financial Sector
s1655,,Health
s1656,Civil actions and liability,
s1656,Consumer affairs,
s1656,Health information and medical records,
s1656,Right of privacy,
s1656,Sex and reproductive health,
s1656,State and local government operations,
s1656,Surgery and anesthesia,
s1656,Women's health,
s1656,,Commerce
s1657,Arizona,
s1657,Historical and cultural resources,
s1657,Indian lands and resources rights,
s1657,Land transfers,
s1657,,Public Lands and Natural Resources
s1658,,Government Operations and Politics
s1659,,Transportation and Public Works
s166,Abortion,
s166,Employee leave,
s166,"Government employee pay, benefits, personnel management",
s166,Income tax credits,
s166,,Labor and Employment
s1660,,Agriculture and Food
s1661,,Education
s1662,Civil actions and liability,
s1662,Congressional oversight,
s1662,"Government buildings, facilities, and property",
s1662,Land transfers,
s1662,Water use and supply,
s1662,Wyoming,
s1662,,Water Resources Development
s1663,,Finance and Financial Sector
s1664,Administrative law and regulatory procedures,
s1664,Assault and harassment offenses,
s1664,Civil actions and liability,
s1664,Congressional agencies,
s1664,Congressional officers and employees,
s1664,Congressional oversight,
s1664,Department of Labor,
s1664,Domestic violence and child abuse,
s1664,Employee leave,
s1664,Employment discrimination and employee rights,
s1664,Government Accountability Office (GAO),
s1664,"Government employee pay, benefits, personnel management",
s1664,Government information and archives,
s1664,Government liability,
s1664,Government studies and investigations,
s1664,Library of Congress,
s1664,Marriage and family status,
s1664,Medical tests and diagnostic methods,
s1664,Merit Systems Protection Board,
s1664,Sex offenses,
s1664,Small business,
s1664,State and local government operations,
s1664,,Labor and Employment
s1665,,Education
s1666,Animal and plant health,
s1666,Animal protection and human-animal relationships,
s1666,Livestock,
s1666,Veterinary medicine and animal diseases,
s1666,,Animals
s1667,,Immigration
s1668,,Health
s1669,Administrative law and regulatory procedures,
s1669,"Broadcasting, cable, digital technologies",
s1669,Civil actions and liability,
s1669,Department of Transportation,
s1669,Emergency communications systems,
s1669,Government studies and investigations,
s1669,Manufacturing,
s1669,Motor vehicles,
s1669,Transportation safety and security,
s1669,,Transportation and Public Works
s167,Cardiovascular and respiratory health,
s167,Civil actions and liability,
s167,Health information and medical records,
s167,Immunology and vaccination,
s167,Infectious and parasitic diseases,
s167,Right of privacy,
s167,,Crime and Law Enforcement
s1670,,Armed Forces and National Security
s1671,,"Science, Technology, Communications"
s1672,,Government Operations and Politics
s1673,,Health
s1674,,International Affairs
s1675,Agricultural education,
s1675,Agricultural marketing and promotion,
s1675,"Agricultural prices, subsidies, credit",
s1675,Agricultural research,
s1675,Food industry and services,
s1675,"Forests, forestry, trees",
s1675,,Agriculture and Food
s1676,"Agricultural prices, subsidies, credit",
s1676,Rural conditions and development,
s1676,Transportation costs,
s1676,,Agriculture and Food
s1677,,Government Operations and Politics
s1678,,Armed Forces and National Security
s1679,,Taxation
s168,Agricultural trade,
s168,Asia,
s168,China,
s168,Congressional oversight,
s168,Europe,
s168,Federal officials,
s168,Foreign and international corporations,
s168,Iran,
s168,Middle East,
s168,North Korea,
s168,Russia,
s168,U.S. and foreign investments,
s168,,Agriculture and Food
s1680,,Crime and Law Enforcement
s1681,,Labor and Employment
s1682,Advisory bodies,
s1682,Building construction,
s1682,Congressional oversight,
s1682,Department of Labor,
s1682,Executive agency funding and structure,
s1682,Housing supply and affordability,
s1682,Low- and moderate-income housing,
s1682,Public housing,
s1682,Wages and earnings,
s1682,,Housing and Community Development
s1683,Aviation and airports,
s1683,Child safety and welfare,
s1683,Congressional oversight,
s1683,Disability and health-based discrimination,
s1683,Government studies and investigations,
s1683,Transportation safety and security,
s1683,,Transportation and Public Works
s1684,,Agriculture and Food
s1685,Advisory bodies,
s1685,Biological and life sciences,
s1685,Chemistry,
s1685,Computers and information technology,
s1685,Consumer affairs,
s1685,Government information and archives,
s1685,Hazardous wastes and toxic substances,
s1685,"Health technology, devices, supplies",
s1685,,Environmental Protection
s1686,Department of Housing and Urban Development,
s1686,Disaster relief and insurance,
s1686,Emergency planning and evacuation,
s1686,Executive agency funding and structure,
s1686,Government information and archives,
s1686,Government trust funds,
s1686,Housing and community development funding,
s1686,Housing supply and affordability,
s1686,Low- and moderate-income housing,
s1686,,Housing and Community Development
s1687,,Health
s1688,Building construction,
s1688,Historic sites and heritage areas,
s1688,Housing and community development funding,
s1688,Housing supply and affordability,
s1688,Land use and conservation,
s1688,Licensing and registrations,
s1688,Property tax,
s1688,Public transit,
s1688,Public utilities and utility rates,
s1688,,Housing and Community Development
s1689,,International Affairs
s169,Cardiovascular and respiratory health,
s169,Child health,
s169,"Drug safety, medical device, and laboratory regulation",
s169,Education programs funding,
s169,Elementary and secondary education,
s169,Emergency medical services and trauma care,
s169,Family relationships,
s169,Health programs administration and funding,
s169,Immunology and vaccination,
s169,Infectious and parasitic diseases,
s169,,Health
s1690,Agricultural conservation and pollution,
s1690,Agricultural insurance,
s1690,Agricultural practices and innovations,
s1690,"Agricultural prices, subsidies, credit",
s1690,Congressional oversight,
s1690,Farmland,
s1690,Government information and archives,
s1690,Soil pollution,
s1690,,Agriculture and Food
s1691,,Health
s1692,,Taxation
s1693,,Public Lands and Natural Resources
s1694,,Finance and Financial Sector
s1695,,Taxation
s1696,,Labor and Employment
s1697,Academic performance and assessments,
s1697,Alaska Natives and Hawaiians,
s1697,Child health,
s1697,Congressional oversight,
s1697,"Drug, alcohol, tobacco use",
s1697,Education of the disadvantaged,
s1697,Educational technology and distance education,
s1697,Elementary and secondary education,
s1697,Family planning and birth control,
s1697,Health programs administration and funding,
s1697,Health promotion and preventive care,
s1697,Higher education,
s1697,Indian social and development programs,
s1697,Medical tests and diagnostic methods,
s1697,Mental health,
s1697,Minority education,
s1697,Minority health,
s1697,Racial and ethnic relations,
s1697,Sex and reproductive health,
