id,title,congress,number,type,latestActionDate,latestActionText,relationshipType,relationshipIdentifiedBy
s2520,Fire Department Repayment Act of 2023,118,3396,HR,2023-12-06,Ordered to be Reported (Amended) by Unanimous Consent.,Related bill,CRS
s2522,ABLE MATCH (Making Able a Tool to Combat Hardship) Act,118,5102,HR,2023-08-01,Referred to the House Committee on Ways and Means.,Related bill,CRS
s2524,Fair College Admissions for Students Act,118,4900,HR,2023-07-26,Referred to the House Committee on Education and the Workforce.,Identical bill,CRS
s2526,Global Press Freedom Act,118,4898,HR,2023-07-26,Referred to the House Committee on Foreign Affairs.,Related bill,CRS
s2528,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
s2528,Protecting our Service Members and their Families from Predatory Financial Practices Act,118,7966,HR,2024-04-11,Referred to the House Committee on Armed Services.,Related bill,CRS
s253,American Music Fairness Act of 2023,118,791,HR,2023-02-02,Referred to the House Committee on the Judiciary.,Related bill,CRS
s2530,Supporting the Mental Health of Educators and Staff Act of 2023,118,744,HR,2023-02-10,Referred to the Subcommittee on Health.,Related bill,CRS
s2535,End Employer Collusion Act,118,4932,HR,2023-07-28,"Referred to the Subcommittee on Innovation, Data, and Commerce.",Identical bill,CRS
s2538,Pandemic and All-Hazards Preparedness and Response Act,118,2333,S,2023-09-06,Placed on Senate Legislative Calendar under General Orders. Calendar No. 202.,Related bill,CRS
s2539,Prevent Discrimination in Title X Act,118,5076,HR,2023-08-04,Referred to the Subcommittee on Health.,Identical bill,CRS
s254,Ski Hill Resources for Economic Development Act of 2023,118,930,HR,2023-03-28,Subcommittee Hearings Held.,Identical bill,CRS
s2542,LAST ACRE Act of 2023,118,6142,HR,2024-03-01,"Referred to the Subcommittee on Commodity Markets, Digital Assets, and Rural Development.",Related bill,CRS
s2544,Reproductive Health Care Accessibility Act,118,4901,HR,2023-07-28,Referred to the Subcommittee on Health.,Identical bill,CRS
s2546,"To designate the facility of the United States Postal Service located at 100 North Taylor Lane in Patagonia, Arizona, as the ""Jim Kolbe Memorial Post Office"".",118,4372,HR,2023-06-27,Referred to the House Committee on Oversight and Accountability.,Identical bill,CRS
s2548,Aviation Security Checkpoint Technology Fund Act of 2023,118,3061,HR,2023-05-02,Referred to the Subcommittee on Transportation and Maritime Security.,Related bill,CRS
s2549,"To name the community-based outpatient clinic of the Department of Veterans Affairs in Monroeville, Pennsylvania, as the ""Henry Parham VA Clinic"".",118,4955,HR,2023-08-24,Referred to the Subcommittee on Health.,Identical bill,CRS
s2551,Stopping Genetic Monitoring by China Act,118,5209,HR,2023-08-15,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
s2552,Independent and Objective Oversight of Ukrainian Assistance Act,118,855,HR,2023-02-06,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Armed Services, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
s2552,Independent and Objective Oversight of Ukrainian Assistance Act,118,541,S,2023-02-28,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Related bill,CRS
s2553,Food Secure Strikers Act of 2023,118,4845,HR,2023-09-19,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",Identical bill,CRS
s2554,College Athlete Economic Freedom Act,118,4948,HR,2023-07-28,"Referred to the Subcommittee on Innovation, Data, and Commerce.",Related bill,CRS
s2555,Better CARE for Animals Act of 2023,118,5041,HR,2023-09-19,"Referred to the Subcommittee on Livestock, Dairy, and Poultry.",Identical bill,CRS
s2557,Student Loan Interest Elimination Act,118,4986,HR,2023-07-27,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
s2558,Joint Chiefs Reauthorization Act of 2023,118,5031,HR,2023-09-19,"Referred to the Subcommittee on Conservation, Research, and Biotechnology.",Identical bill,CRS
s2562,To require ports of entry along the northern border to remain open as many hours per day as they were open prior to the COVID-19 pandemic.,118,4961,HR,2023-07-27,Referred to the Subcommittee on Border Security and Enforcement.,Identical bill,CRS
s2564,CROP for Farming Act,118,5922,HR,2024-01-18,"Referred to the Subcommittee on Conservation, Research, and Biotechnology.",Identical bill,CRS
s2565,Language Access to Gun Violence Prevention Strategies Act of 2023,118,4780,HR,2023-07-20,"Referred to the Committee on the Judiciary, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
s257,BOLIVAR Act,118,825,HR,2023-02-02,Referred to the House Committee on Oversight and Accountability.,Identical bill,CRS
s2570,FRIDGE Act of 2023,118,4612,HR,2023-07-13,Referred to the House Committee on Agriculture.,Related bill,CRS
s2571,Grizzly Bear Review and Resource Restart Act of 2023,118,4997,HR,2023-07-27,Referred to the House Committee on Natural Resources.,Identical bill,CRS
s2572,Increasing our Nation’s Value through Economic Support and Tourism in Our Communities Act,118,5517,HR,2023-09-15,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",Related bill,CRS
s2572,Economic Empowerment Through Predevelopment Act of 2023,118,5098,HR,2023-08-02,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",Identical bill,CRS
s2573,Justice for Juveniles Act,118,5047,HR,2023-07-27,Referred to the House Committee on the Judiciary.,Identical bill,CRS
s2574,FAIR Leave Act,118,5037,HR,2023-07-27,"Referred to the Committee on Education and the Workforce, and in addition to the Committees on House Administration, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
s2575,Freedom to Vote Act,118,11,HR,2023-07-18,Referred to the Subcommittee on Cybersecurity and Infrastructure Protection.,Related bill,CRS
s2575,Preventing Election Subversion Act of 2023,118,5046,HR,2023-07-27,"Referred to the Committee on House Administration, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
s2575,Freedom to Vote Act,118,1,S,2023-07-25,Read twice and referred to the Committee on Rules and Administration.,Related bill,CRS
s2575,Freedom to Vote Act,118,2344,S,2023-07-18,Read twice and referred to the Committee on Rules and Administration.,Related bill,CRS
s2576,Protect Liberty and End Warrantless Surveillance Act of 2023,118,6570,HR,2023-12-11,"Placed on the Union Calendar, Calendar No. 248.",Related bill,CRS
s2576,Fourth Amendment Is Not For Sale Act,118,4639,HR,2024-04-18,Received in the Senate.,Identical bill,CRS
s2578,"To amend the Emergency Food Assistance Act of 1983 to allow certain States to directly purchase commodities, and for other purposes.",118,5059,HR,2023-09-19,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",Identical bill,CRS
s2579,Keep Kupuna Fed Act,118,3126,HR,2023-06-01,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",Related bill,CRS
s258,Truth in Buffalo Labeling Act of 2023,118,3866,HR,2023-06-09,Referred to the Subcommittee on Health.,Related bill,CRS
s2581,Secure Rural Schools Reauthorization Act of 2023,118,5030,HR,2023-09-19,Referred to the Subcommittee on Forestry.,Related bill,CRS
s2581,Secure Rural Schools Reauthorization Act of 2023,118,2581,S,2024-04-08,Placed on Senate Legislative Calendar under General Orders. Calendar No. 354.,Related bill,CRS
s2582,AANAPISI Opportunity Act,118,2783,HR,2023-05-15,"Referred to the Subcommittee on Conservation, Research, and Biotechnology.",Related bill,CRS
s2585,Law Enforcement Officer and Firefighter Recreation Pass Act,118,1642,HR,2023-04-25,Referred to the Subcommittee on Forestry.,Related bill,CRS
s2585,New Deal for New Americans Act of 2023,118,883,S,2023-03-21,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
s2585,National Office of New Americans Act,118,5025,HR,2023-07-27,"Referred to the Committee on the Judiciary, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
s2585,New Deal for New Americans Act of 2023,118,1643,HR,2023-03-17,Referred to the Subcommittee on Border Security and Enforcement.,Related bill,CRS
s2587,"To prohibit the transfer or release of individuals detained at United States Naval Station, Guantanamo Bay, Cuba, to the United States.",118,143,HR,2023-01-09,Referred to the House Committee on Armed Services.,Related bill,CRS
s2587,"Department of Defense Appropriations Act, 2024",118,4365,HR,2023-10-16,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 226.,Related bill,CRS
s2587,"Department of Defense Appropriations Act, 2024",118,4365,HR,2023-10-16,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 226.,Related bill,House
s2587,"Further Consolidated Appropriations Act, 2024",118,2882,HR,2024-03-23,Became Public Law No: 118-47.,Related bill,CRS
s2587,"Further Consolidated Appropriations Act, 2024",118,1102,HRES,2024-03-22,Motion to reconsider laid on the table Agreed to without objection.,Related bill,CRS
s2588,Healthy Soils Healthy Climate Act of 2023,118,5043,HR,2023-09-19,"Referred to the Subcommittee on Conservation, Research, and Biotechnology.",Identical bill,CRS
s2589,AG RESEARCH Act,118,4135,HR,2023-07-28,"Referred to the Subcommittee on Conservation, Research, and Biotechnology.",Related bill,CRS
s2591,Supporting Urban and Innovative Farming Act of 2023,118,5915,HR,2024-01-18,"Referred to the Subcommittee on Conservation, Research, and Biotechnology.",Related bill,CRS
s2592,Name Accuracy in Credit Reporting Act,118,2444,HR,2023-03-30,Referred to the House Committee on Financial Services.,Identical bill,CRS
s2594,REAP Modernization Act of 2023,118,5051,HR,2023-09-26,"Referred to the Subcommittee on Commodity Markets, Digital Assets, and Rural Development.",Related bill,CRS
s2595,Ensuring Accountability for Equity at USDA Act,118,5033,HR,2023-07-27,Referred to the House Committee on Agriculture.,Identical bill,CRS
s2596,Kenneth P. Thompson Begin Again Act,118,4958,HR,2023-07-27,Referred to the House Committee on the Judiciary.,Identical bill,CRS
s26,Saving Gig Economy Taxpayers Act,118,190,HR,2023-01-09,Referred to the House Committee on Ways and Means.,Related bill,CRS
s26,BAD IRS Activities Act,118,123,S,2023-01-30,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 8.,Related bill,CRS
s26,SNOOP Act of 2023,118,488,HR,2023-01-24,Referred to the House Committee on Ways and Means.,Identical bill,CRS
s260,Promoting Access to Diabetic Shoes Act,118,704,HR,2023-02-10,Referred to the Subcommittee on Health.,Identical bill,CRS
s260,I CAN Act,118,2713,HR,2023-04-19,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
s260,I CAN Act,118,2418,S,2023-07-20,Read twice and referred to the Committee on Finance.,Related bill,CRS
s2600,Public Housing Fire Safety Act,118,5064,HR,2023-07-27,Referred to the House Committee on Financial Services.,Identical bill,CRS
s2601,Food Worker Pay Standards Act,118,4559,HR,2023-08-24,"Referred to the Subcommittee on Livestock, Dairy, and Poultry.",Related bill,CRS
s2601,Child Labor Exploitation Accountability Act,118,2822,HR,2023-04-25,Referred to the House Committee on Agriculture.,Related bill,CRS
s2601,Child Labor Exploitation Accountability Act,118,1288,S,2023-04-25,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
s2601,Preventing Child Labor Exploitation Act,118,3139,S,2024-03-06,Committee on Homeland Security and Governmental Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.,Related bill,CRS
